sample_id,video_id,split,group,video_label,video_path,frame_labels,sequence_length,lighting,weather,ego_involve,start_frame,youtube_id,relative_feature_path,accident_frame_count,accident_onset_index,risk_curve,max_risk
positive_000245,245,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000245.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,1917.0,43.0,positive/000245.npz,20,30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000247,247,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000247.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",50,Day,Snowy,No,2338.0,43.0,positive/000247.npz,3,47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.5e-05, 0.000561, 0.003032, 0.012806, 0.042909, 0.115125, 0.250041, 0.446343, 0.668782, 0.865084, 1.0]",1.0
positive_000248,248,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000248.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,No,2574.0,43.0,positive/000248.npz,20,30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000253,253,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000253.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,771.0,44.0,positive/000253.npz,20,30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000254,254,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000254.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,1011.0,44.0,positive/000254.npz,20,30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000257,257,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000257.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",50,Day,Normal,No,1620.0,44.0,positive/000257.npz,1,49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000112, 0.000839, 0.004534, 0.019148, 0.064161, 0.172141, 0.373875, 0.667397, 1.0]",1.0
positive_000268,268,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000268.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,No,4958.0,45.0,positive/000268.npz,20,30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000270,270,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000270.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,No,5620.0,45.0,positive/000270.npz,8,42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038482, 0.103246, 0.224242, 0.400289, 0.599777, 0.775825, 0.896821, 0.961585, 0.988583, 0.997348, 0.999564, 1.0]",1.0
positive_000275,275,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000275.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,3954.0,46.0,positive/000275.npz,5,45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.8e-05, 0.000509, 0.002751, 0.011617, 0.038927, 0.104439, 0.226832, 0.404913, 0.606704, 0.784785, 0.907178, 0.97269, 1.0]",1.0
positive_000276,276,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000276.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,4541.0,46.0,positive/000276.npz,20,30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000290,290,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000290.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Rainy,Yes,5781.0,47.0,positive/000290.npz,18,32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000294,294,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000294.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Snowy,Yes,1656.0,48.0,positive/000294.npz,11,39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0]",1.0
positive_000311,311,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000311.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,No,3038.0,49.0,positive/000311.npz,17,33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000313,313,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000313.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Snowy,No,3675.0,49.0,positive/000313.npz,19,31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000318,318,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000318.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Night,Normal,Yes,4689.0,49.0,positive/000318.npz,15,35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000320,320,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000320.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",50,Day,Snowy,Yes,5900.0,49.0,positive/000320.npz,6,44,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000505, 0.002727, 0.011515, 0.038584, 0.103521, 0.224838, 0.401354, 0.601373, 0.777888, 0.899206, 0.964142, 0.991212, 1.0]",1.0
positive_000324,324,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000324.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,2173.0,50.0,positive/000324.npz,17,33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000335,335,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000335.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,3455.0,51.0,positive/000335.npz,14,36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000340,340,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000340.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,5515.0,51.0,positive/000340.npz,18,32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000344,344,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000344.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,No,631.0,52.0,positive/000344.npz,9,41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0]",1.0
positive_000345,345,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000345.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,1199.0,52.0,positive/000345.npz,16,34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000350,350,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000350.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,No,2482.0,52.0,positive/000350.npz,8,42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038482, 0.103246, 0.224242, 0.400289, 0.599777, 0.775825, 0.896821, 0.961585, 0.988583, 0.997348, 0.999564, 1.0]",1.0
positive_000353,353,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000353.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,No,3191.0,52.0,positive/000353.npz,19,31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000358,358,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000358.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,5063.0,52.0,positive/000358.npz,13,37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0
positive_000360,360,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000360.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,Day,Normal,Yes,5407.0,52.0,positive/000360.npz,11,39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038479, 0.103239, 0.224227, 0.400263, 0.599737, 0.775773, 0.896761, 0.961521, 0.988516, 0.997281, 0.999497, 0.999933, 1.0, 1.0, 1.0]",1.0
positive_000369,369,test,positive,1,/Users/harshithamurali/Deep Learning/Final project/CarCrashDataset/Crash-1500/000369.mp4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",50,Night,Normal,No,1727.0,53.0,positive/000369.npz,8,42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.7e-05, 0.000503, 0.002719, 0.011484, 0.038482, 0.103246, 0.224242, 0.400289, 0.599777, 0.775825, 0.896821, 0.961585, 0.988583, 0.997348, 0.999564, 1.0]",1.0
