sample_id,split,feature_path,num_frames,feature_dim
negative_000139,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000139.npy,50,512
negative_000143,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000143.npy,50,512
negative_000145,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000145.npy,50,512
negative_000146,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000146.npy,50,512
negative_000158,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000158.npy,50,512
negative_000160,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000160.npy,50,512
negative_000164,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000164.npy,50,512
negative_000165,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000165.npy,50,512
negative_000169,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000169.npy,50,512
negative_000170,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000170.npy,50,512
negative_000171,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000171.npy,50,512
negative_000174,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000174.npy,50,512
negative_000176,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000176.npy,50,512
negative_000179,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000179.npy,50,512
negative_000181,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000181.npy,50,512
negative_000189,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000189.npy,50,512
negative_000190,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000190.npy,50,512
negative_000191,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000191.npy,50,512
negative_000195,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000195.npy,50,512
negative_000197,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000197.npy,50,512
negative_000201,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000201.npy,50,512
negative_000205,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000205.npy,50,512
negative_000208,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000208.npy,50,512
negative_000216,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000216.npy,50,512
negative_000220,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000220.npy,50,512
negative_000222,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000222.npy,50,512
negative_000224,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000224.npy,50,512
negative_000225,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000225.npy,50,512
negative_000226,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000226.npy,50,512
negative_000229,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000229.npy,50,512
negative_000235,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000235.npy,50,512
negative_000240,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000240.npy,50,512
negative_000243,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000243.npy,50,512
negative_000250,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000250.npy,50,512
negative_000260,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000260.npy,50,512
negative_000263,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000263.npy,50,512
negative_000264,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000264.npy,50,512
negative_000266,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000266.npy,50,512
negative_000267,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000267.npy,50,512
negative_000270,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000270.npy,50,512
negative_000279,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000279.npy,50,512
negative_000287,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000287.npy,50,512
negative_000293,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000293.npy,50,512
negative_000298,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000298.npy,50,512
negative_000303,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000303.npy,50,512
negative_000304,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000304.npy,50,512
negative_000309,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000309.npy,50,512
negative_000312,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000312.npy,50,512
negative_000318,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000318.npy,50,512
negative_000320,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000320.npy,50,512
negative_000325,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000325.npy,50,512
negative_000328,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000328.npy,50,512
negative_000335,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000335.npy,50,512
negative_000336,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000336.npy,50,512
negative_000337,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000337.npy,50,512
negative_000340,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000340.npy,50,512
negative_000342,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000342.npy,50,512
negative_000343,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000343.npy,50,512
negative_000344,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000344.npy,50,512
negative_000345,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000345.npy,50,512
negative_000347,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000347.npy,50,512
negative_000348,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000348.npy,50,512
negative_000349,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000349.npy,50,512
negative_000350,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000350.npy,50,512
negative_000351,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000351.npy,50,512
negative_000352,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000352.npy,50,512
negative_000354,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000354.npy,50,512
negative_000356,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000356.npy,50,512
negative_000357,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000357.npy,50,512
negative_000359,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000359.npy,50,512
negative_000366,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000366.npy,50,512
negative_000372,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000372.npy,50,512
negative_000373,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000373.npy,50,512
negative_000375,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000375.npy,50,512
negative_000382,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000382.npy,50,512
negative_000383,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000383.npy,50,512
negative_000385,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000385.npy,50,512
negative_000388,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000388.npy,50,512
negative_000391,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000391.npy,50,512
negative_000392,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000392.npy,50,512
negative_000394,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000394.npy,50,512
negative_000398,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000398.npy,50,512
negative_000401,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000401.npy,50,512
negative_000406,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000406.npy,50,512
negative_000407,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000407.npy,50,512
negative_000409,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000409.npy,50,512
negative_000410,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000410.npy,50,512
negative_000412,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000412.npy,50,512
negative_000413,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000413.npy,50,512
negative_000414,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000414.npy,50,512
negative_000416,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000416.npy,50,512
negative_000418,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000418.npy,50,512
negative_000422,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000422.npy,50,512
negative_000423,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000423.npy,50,512
negative_000431,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000431.npy,50,512
negative_000432,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000432.npy,50,512
negative_000434,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000434.npy,50,512
negative_000435,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000435.npy,50,512
negative_000438,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000438.npy,50,512
negative_000443,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000443.npy,50,512
negative_000445,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000445.npy,50,512
negative_000448,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000448.npy,50,512
negative_000449,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000449.npy,50,512
negative_000452,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000452.npy,50,512
negative_000453,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000453.npy,50,512
negative_000454,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000454.npy,50,512
negative_000455,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000455.npy,50,512
negative_000458,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000458.npy,50,512
negative_000459,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000459.npy,50,512
negative_000475,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000475.npy,50,512
negative_000477,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000477.npy,50,512
negative_000481,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000481.npy,50,512
negative_000484,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000484.npy,50,512
negative_000486,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000486.npy,50,512
negative_000487,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000487.npy,50,512
negative_000488,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000488.npy,50,512
negative_000489,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000489.npy,50,512
negative_000490,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000490.npy,50,512
negative_000491,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000491.npy,50,512
negative_000492,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000492.npy,50,512
negative_000497,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000497.npy,50,512
negative_000498,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000498.npy,50,512
negative_000499,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000499.npy,50,512
negative_000501,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000501.npy,50,512
negative_000507,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000507.npy,50,512
negative_000512,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000512.npy,50,512
negative_000513,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000513.npy,50,512
negative_000514,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000514.npy,50,512
negative_000516,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000516.npy,50,512
negative_000520,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000520.npy,50,512
negative_000521,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000521.npy,50,512
negative_000522,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000522.npy,50,512
negative_000526,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000526.npy,50,512
negative_000529,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000529.npy,50,512
negative_000530,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000530.npy,50,512
negative_000531,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000531.npy,50,512
negative_000536,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000536.npy,50,512
negative_000538,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000538.npy,50,512
negative_000542,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000542.npy,50,512
negative_000546,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000546.npy,50,512
negative_000547,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000547.npy,50,512
negative_000551,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000551.npy,50,512
negative_000554,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000554.npy,50,512
negative_000555,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000555.npy,50,512
negative_000556,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000556.npy,50,512
negative_000558,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000558.npy,50,512
negative_000563,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000563.npy,50,512
negative_000565,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000565.npy,50,512
negative_000568,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000568.npy,50,512
negative_000573,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000573.npy,50,512
negative_000576,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000576.npy,50,512
negative_000581,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000581.npy,50,512
negative_000584,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000584.npy,50,512
negative_000592,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000592.npy,50,512
negative_000598,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000598.npy,50,512
negative_000599,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000599.npy,50,512
negative_000602,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000602.npy,50,512
negative_000604,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000604.npy,50,512
negative_000605,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000605.npy,50,512
negative_000610,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000610.npy,50,512
negative_000611,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000611.npy,50,512
negative_000614,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000614.npy,50,512
negative_000616,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000616.npy,50,512
negative_000617,train,/Users/harshithamurali/Deep Learning/Traffic Accident Anticipation with Depth Anything V2 and Temporal Risk Prediction/data/processed/rgb_features/negative_000617.npy,50,512
